session_id,server_id,start,end,real_time_start,real_time_end,game_time_start,game_time_end,last_heartbeat
697,138,2018-01-20 05:18:36,2018-01-20 09:18:36,1939,16339,697,0,2018-01-20 09:18:36
698,944,2018-02-18 08:18:25,2018-02-18 12:18:25,21439,35839,824,0,2018-02-18 12:18:25
699,459,2018-02-20 01:56:41,2018-02-20 05:56:41,45974,60374,567,0,2018-02-20 05:56:41
700,236,2018-02-10 14:05:15,2018-02-10 18:05:15,43453,57853,700,0,2018-02-10 18:05:15
701,761,2018-02-05 00:59:19,2018-02-05 04:59:19,6153,20553,4,0,2018-02-05 04:59:19
702,516,2018-01-28 19:57:13,2018-01-28 23:57:13,37496,51896,822,0,2018-01-28 23:57:13
703,905,2018-02-13 14:59:26,2018-02-13 18:59:26,54456,68856,546,0,2018-02-13 18:59:26
704,201,2018-02-13 22:22:20,2018-02-14 02:22:20,35068,49468,238,0,2018-02-14 02:22:20
705,419,2018-01-29 06:30:18,,4607,18957,557,0,2018-01-29 10:29:28
706,883,2018-01-03 07:45:19,2018-01-03 11:45:19,29581,43981,771,0,2018-01-03 11:45:19
707,393,2018-01-02 21:50:03,,15064,27947,415,0,2018-01-03 01:24:46
708,588,2018-02-02 12:18:51,2018-02-02 16:18:51,55740,70140,156,0,2018-02-02 16:18:51
709,419,2018-02-23 18:58:54,2018-02-23 22:58:54,29373,43773,809,0,2018-02-23 22:58:54
710,365,2018-02-19 09:43:15,,53880,54950,919,0,2018-02-19 10:01:05
711,801,2018-01-08 04:38:59,2018-01-08 08:38:59,27398,41798,381,0,2018-01-08 08:38:59
712,844,2018-01-24 07:47:43,2018-01-24 11:47:43,5366,19766,265,0,2018-01-24 11:47:43
713,170,2018-02-13 12:04:35,2018-02-13 16:04:35,51305,65705,875,0,2018-02-13 16:04:35
714,662,2018-01-05 04:22:18,2018-01-05 08:22:18,30364,44764,272,0,2018-01-05 08:22:18
715,17,2018-02-25 18:08:27,2018-02-25 22:08:27,14758,29158,977,0,2018-02-25 22:08:27
716,443,2018-02-10 02:43:21,,41506,54252,593,0,2018-02-10 06:15:47
717,725,2018-02-27 07:34:44,2018-02-27 11:34:44,7119,21519,543,0,2018-02-27 11:34:44
718,665,2018-01-22 14:14:51,2018-01-22 18:14:51,5330,19730,170,0,2018-01-22 18:14:51
719,937,2018-02-01 18:43:35,2018-02-01 22:43:35,42953,57353,125,0,2018-02-01 22:43:35
720,878,2018-02-05 16:50:01,2018-02-05 20:50:01,41844,56244,644,0,2018-02-05 20:50:01
721,473,2018-02-19 17:25:11,,752,13244,696,0,2018-02-19 20:53:23
722,647,2018-02-19 05:11:44,,23510,32455,360,0,2018-02-19 07:40:49
723,698,2018-02-05 14:08:21,2018-02-05 18:08:21,27976,42376,99,0,2018-02-05 18:08:21
724,742,2018-02-23 11:21:19,2018-02-23 15:21:19,51135,65535,572,0,2018-02-23 15:21:19
725,419,2018-01-11 14:32:26,,33511,46216,10,0,2018-01-11 18:04:11
726,578,2018-01-18 01:36:08,2018-01-18 05:36:08,16019,30419,813,0,2018-01-18 05:36:08
727,780,2018-01-07 02:49:38,,56158,61052,747,0,2018-01-07 04:11:12
728,38,2018-01-07 09:39:33,2018-01-07 13:39:33,36342,50742,359,0,2018-01-07 13:39:33
729,576,2018-01-17 21:37:19,2018-01-18 01:37:19,25560,39960,906,0,2018-01-18 01:37:19
730,427,2018-01-09 12:39:48,2018-01-09 16:39:48,15154,29554,217,0,2018-01-09 16:39:48
731,467,2018-01-15 18:32:05,,27590,38414,858,0,2018-01-15 21:32:29
732,707,2018-02-09 16:39:10,,31576,43093,667,0,2018-02-09 19:51:07
733,356,2018-02-22 07:22:10,,11192,19359,92,0,2018-02-22 09:38:17
734,526,2018-02-14 08:26:32,,30694,34459,76,0,2018-02-14 09:29:17
735,189,2018-01-14 20:16:49,2018-01-15 00:16:49,57675,72075,662,0,2018-01-15 00:16:49
736,689,2018-01-20 22:39:21,2018-01-21 02:39:21,6525,20925,757,0,2018-01-21 02:39:21
737,679,2018-02-16 10:08:17,2018-02-16 14:08:17,33293,47693,542,0,2018-02-16 14:08:17
738,242,2018-02-05 20:53:08,,15590,28877,347,0,2018-02-06 00:34:35
739,355,2018-02-03 08:36:01,,23308,30663,216,0,2018-02-03 10:38:36
740,853,2018-01-11 00:58:50,2018-01-11 04:58:50,58244,72644,969,0,2018-01-11 04:58:50
741,932,2018-01-18 20:42:05,,55799,57852,843,0,2018-01-18 21:16:18
742,83,2018-02-16 23:35:19,2018-02-17 03:35:19,4678,19078,871,0,2018-02-17 03:35:19
743,973,2018-01-28 11:36:31,2018-01-28 15:36:31,2559,16959,792,0,2018-01-28 15:36:31
744,197,2018-02-25 00:45:37,2018-02-25 04:45:37,17839,32239,431,0,2018-02-25 04:45:37
745,641,2018-02-17 19:48:35,2018-02-17 23:48:35,12729,27129,279,0,2018-02-17 23:48:35
746,290,2018-02-14 11:35:02,2018-02-14 15:35:02,17751,32151,853,0,2018-02-14 15:35:02
747,666,2018-02-21 10:40:27,2018-02-21 14:40:27,16309,30709,543,0,2018-02-21 14:40:27
748,658,2018-01-26 17:49:29,,8397,10870,650,0,2018-01-26 18:30:42
749,172,2018-01-01 05:31:17,,14005,23196,350,0,2018-01-01 08:04:28
750,107,2018-01-19 17:15:45,,45715,51187,283,0,2018-01-19 18:46:57
751,490,2018-02-07 01:56:17,2018-02-07 05:56:17,48597,62997,255,0,2018-02-07 05:56:17
752,444,2018-01-14 08:39:02,2018-01-14 12:39:02,39563,53963,979,0,2018-01-14 12:39:02
753,421,2018-02-21 03:48:44,,30626,40604,787,0,2018-02-21 06:35:02
754,678,2018-02-21 13:44:02,2018-02-21 17:44:02,41415,55815,112,0,2018-02-21 17:44:02
755,933,2018-01-03 04:13:27,2018-01-03 08:13:27,34709,49109,80,0,2018-01-03 08:13:27
756,842,2018-01-22 01:49:35,,47722,50548,164,0,2018-01-22 02:36:41
757,133,2018-02-03 03:30:42,2018-02-03 07:30:42,17215,31615,104,0,2018-02-03 07:30:42
758,936,2018-02-26 08:10:26,2018-02-26 12:10:26,50709,65109,893,0,2018-02-26 12:10:26
759,497,2018-02-17 08:50:21,,59735,71556,254,0,2018-02-17 12:07:22
760,912,2018-01-22 15:57:22,2018-01-22 19:57:22,4080,18480,675,0,2018-01-22 19:57:22
761,27,2018-02-15 21:12:29,2018-02-16 01:12:29,54125,68525,550,0,2018-02-16 01:12:29
762,728,2018-01-17 09:10:53,,28318,32829,954,0,2018-01-17 10:26:04
763,44,2018-01-28 15:17:51,,57874,64513,972,0,2018-01-28 17:08:30
764,747,2018-01-04 05:15:50,2018-01-04 09:15:50,35116,49516,923,0,2018-01-04 09:15:50
765,536,2018-01-19 00:21:56,,17108,24805,921,0,2018-01-19 02:30:13
766,748,2018-02-15 20:42:36,,45576,53172,426,0,2018-02-15 22:49:12
767,232,2018-01-03 23:34:10,2018-01-04 03:34:10,53749,68149,327,0,2018-01-04 03:34:10
768,202,2018-02-07 16:00:02,,4283,10885,306,0,2018-02-07 17:50:04
769,489,2018-01-29 07:42:15,,50028,54155,245,0,2018-01-29 08:51:02
770,3,2018-01-13 06:08:01,2018-01-13 10:08:01,48763,63163,540,0,2018-01-13 10:08:01
771,928,2018-02-24 16:41:35,2018-02-24 20:41:35,28113,42513,664,0,2018-02-24 20:41:35
772,971,2018-01-06 11:49:43,2018-01-06 15:49:43,13877,28277,938,0,2018-01-06 15:49:43
773,220,2018-01-04 15:10:58,2018-01-04 19:10:58,9866,24266,541,0,2018-01-04 19:10:58
774,512,2018-02-03 10:56:36,2018-02-03 14:56:36,58202,72602,131,0,2018-02-03 14:56:36
775,334,2018-02-05 20:43:43,,34784,46142,597,0,2018-02-05 23:53:01
776,560,2018-02-06 03:14:31,2018-02-06 07:14:31,25181,39581,895,0,2018-02-06 07:14:31
777,647,2018-02-15 23:31:22,2018-02-16 03:31:22,44011,58411,943,0,2018-02-16 03:31:22
778,391,2018-02-05 11:55:40,2018-02-05 15:55:40,21460,35860,890,0,2018-02-05 15:55:40
779,638,2018-02-26 20:25:10,2018-02-27 00:25:10,3185,17585,374,0,2018-02-27 00:25:10
780,273,2018-01-03 17:35:19,,37670,49804,306,0,2018-01-03 20:57:33
781,259,2018-01-03 06:04:44,,35084,42576,656,0,2018-01-03 08:09:36
782,411,2018-01-12 18:05:37,2018-01-12 22:05:37,49862,64262,4,0,2018-01-12 22:05:37
783,196,2018-02-07 04:17:10,,51355,53681,384,0,2018-02-07 04:55:56
784,157,2018-02-24 20:15:29,,34991,41101,560,0,2018-02-24 21:57:19
785,739,2018-01-08 01:45:18,2018-01-08 05:45:18,52019,66419,324,0,2018-01-08 05:45:18
786,451,2018-01-01 22:05:58,,41586,45643,154,0,2018-01-01 23:13:35
787,45,2018-01-24 18:17:55,,59517,62909,484,0,2018-01-24 19:14:27
788,742,2018-02-16 01:42:52,,59940,61357,709,0,2018-02-16 02:06:29
789,376,2018-02-04 05:23:07,2018-02-04 09:23:07,9210,23610,335,0,2018-02-04 09:23:07
790,685,2018-01-10 07:19:44,,17081,27613,17,0,2018-01-10 10:15:16
791,229,2018-02-15 10:11:00,2018-02-15 14:11:00,47743,62143,997,0,2018-02-15 14:11:00
792,729,2018-02-23 06:47:38,,49809,60032,351,0,2018-02-23 09:38:01
793,173,2018-01-06 21:11:52,2018-01-07 01:11:52,53415,67815,580,0,2018-01-07 01:11:52
794,1000,2018-01-26 03:19:29,2018-01-26 07:19:29,1097,15497,539,0,2018-01-26 07:19:29
795,776,2018-01-18 17:56:30,2018-01-18 21:56:30,35043,49443,323,0,2018-01-18 21:56:30
796,772,2018-02-23 00:02:11,,578,14267,582,0,2018-02-23 03:50:20
797,919,2018-01-20 20:37:18,,56209,66682,929,0,2018-01-20 23:31:51
798,24,2018-01-04 01:49:03,2018-01-04 05:49:03,36751,51151,70,0,2018-01-04 05:49:03
799,679,2018-02-02 19:35:53,,28911,31504,771,0,2018-02-02 20:19:06
800,804,2018-01-09 00:27:36,2018-01-09 04:27:36,34930,49330,984,0,2018-01-09 04:27:36
801,92,2018-02-05 03:00:01,,8743,11280,592,0,2018-02-05 03:42:18
802,816,2018-02-15 11:39:24,,16462,26677,39,0,2018-02-15 14:29:39
803,391,2018-01-11 03:40:05,2018-01-11 07:40:05,11872,26272,601,0,2018-01-11 07:40:05
804,991,2018-02-07 03:12:48,,37909,49445,140,0,2018-02-07 06:25:04
805,333,2018-01-12 03:44:38,2018-01-12 07:44:38,14741,29141,737,0,2018-01-12 07:44:38
806,730,2018-01-12 08:38:51,2018-01-12 12:38:51,13090,27490,636,0,2018-01-12 12:38:51
807,35,2018-01-26 08:34:23,2018-01-26 12:34:23,57185,71585,610,0,2018-01-26 12:34:23
808,143,2018-02-01 19:46:46,2018-02-01 23:46:46,19952,34352,269,0,2018-02-01 23:46:46
809,942,2018-02-11 21:35:23,,3217,11087,532,0,2018-02-11 23:46:33
810,269,2018-01-25 10:17:47,2018-01-25 14:17:47,47463,61863,95,0,2018-01-25 14:17:47
811,132,2018-01-21 13:32:16,,57808,59300,311,0,2018-01-21 13:57:08
812,715,2018-01-20 11:33:07,2018-01-20 15:33:07,16104,30504,732,0,2018-01-20 15:33:07
813,702,2018-02-19 09:05:26,,1095,1179,160,0,2018-02-19 09:06:50
814,477,2018-02-24 13:22:10,,30209,43908,958,0,2018-02-24 17:10:29
815,663,2018-01-30 04:27:13,,35161,35561,766,0,2018-01-30 04:33:53
816,659,2018-02-19 02:19:03,,13638,22928,742,0,2018-02-19 04:53:53
817,500,2018-01-11 23:08:24,2018-01-12 03:08:24,22895,37295,933,0,2018-01-12 03:08:24
818,676,2018-02-18 01:09:27,,34737,40732,57,0,2018-02-18 02:49:22
819,556,2018-01-26 02:41:09,,20317,32270,512,0,2018-01-26 06:00:22
820,637,2018-01-30 15:58:01,2018-01-30 19:58:01,34511,48911,565,0,2018-01-30 19:58:01
821,186,2018-01-02 19:39:12,2018-01-02 23:39:12,22484,36884,557,0,2018-01-02 23:39:12
822,621,2018-01-30 18:12:50,2018-01-30 22:12:50,40807,55207,887,0,2018-01-30 22:12:50
823,503,2018-02-28 21:34:46,,24581,35405,985,0,2018-03-01 00:35:10
824,594,2018-01-23 11:46:12,2018-01-23 15:46:12,25710,40110,516,0,2018-01-23 15:46:12
825,283,2018-02-13 12:43:14,2018-02-13 16:43:14,2848,17248,666,0,2018-02-13 16:43:14
826,538,2018-02-28 14:26:07,2018-02-28 18:26:07,16029,30429,385,0,2018-02-28 18:26:07
827,973,2018-02-16 13:23:55,,33149,35580,362,0,2018-02-16 14:04:26
828,523,2018-02-02 02:32:52,2018-02-02 06:32:52,33581,47981,83,0,2018-02-02 06:32:52
829,336,2018-01-09 16:08:44,2018-01-09 20:08:44,37506,51906,239,0,2018-01-09 20:08:44
830,287,2018-02-25 06:06:01,,9583,13787,841,0,2018-02-25 07:16:05
831,729,2018-01-25 15:58:01,2018-01-25 19:58:01,50983,65383,285,0,2018-01-25 19:58:01
832,43,2018-01-19 14:37:08,2018-01-19 18:37:08,2983,17383,268,0,2018-01-19 18:37:08
833,553,2018-02-10 08:48:59,,12551,17380,649,0,2018-02-10 10:09:28
834,543,2018-02-20 08:30:32,2018-02-20 12:30:32,39758,54158,217,0,2018-02-20 12:30:32
835,264,2018-01-22 03:15:08,2018-01-22 07:15:08,40392,54792,759,0,2018-01-22 07:15:08
836,265,2018-01-21 14:30:54,2018-01-21 18:30:54,46810,61210,799,0,2018-01-21 18:30:54
837,576,2018-02-10 19:03:31,2018-02-10 23:03:31,40063,54463,930,0,2018-02-10 23:03:31
838,507,2018-02-25 23:44:20,2018-02-26 03:44:20,22402,36802,914,0,2018-02-26 03:44:20
839,742,2018-01-15 09:27:21,2018-01-15 13:27:21,36661,51061,597,0,2018-01-15 13:27:21
840,770,2018-01-09 02:00:38,,6566,8045,268,0,2018-01-09 02:25:17
841,951,2018-01-10 19:54:02,,47366,47942,706,0,2018-01-10 20:03:38
842,965,2018-02-03 12:58:18,2018-02-03 16:58:18,8786,23186,811,0,2018-02-03 16:58:18
843,875,2018-02-19 01:24:15,2018-02-19 05:24:15,35493,49893,340,0,2018-02-19 05:24:15
844,976,2018-02-15 09:27:54,2018-02-15 13:27:54,1329,15729,224,0,2018-02-15 13:27:54
845,553,2018-01-25 10:53:11,,48176,61582,155,0,2018-01-25 14:36:37
846,121,2018-02-16 21:00:59,,42510,50304,53,0,2018-02-16 23:10:53
847,602,2018-01-18 19:19:44,2018-01-18 23:19:44,46436,60836,722,0,2018-01-18 23:19:44
848,104,2018-01-22 14:34:20,,33839,35006,98,0,2018-01-22 14:53:47
849,287,2018-01-27 21:03:42,2018-01-28 01:03:42,2667,17067,881,0,2018-01-28 01:03:42
850,207,2018-02-25 14:02:47,,2007,14749,817,0,2018-02-25 17:35:09
851,349,2018-01-31 00:49:56,2018-01-31 04:49:56,14597,28997,794,0,2018-01-31 04:49:56
852,760,2018-02-28 07:39:16,2018-02-28 11:39:16,15028,29428,474,0,2018-02-28 11:39:16
853,959,2018-02-28 04:38:54,,9536,16558,884,0,2018-02-28 06:35:56
854,709,2018-02-21 01:51:49,,55663,62297,217,0,2018-02-21 03:42:23
855,236,2018-01-15 11:29:39,,42419,46875,985,0,2018-01-15 12:43:55
856,500,2018-02-23 08:46:38,,1668,7340,487,0,2018-02-23 10:21:10
857,876,2018-01-14 19:44:47,,1742,13556,663,0,2018-01-14 23:01:41
858,40,2018-02-03 06:13:50,,56530,66396,648,0,2018-02-03 08:58:16
859,527,2018-01-01 00:18:11,2018-01-01 04:18:11,35494,49894,209,0,2018-01-01 04:18:11
860,641,2018-02-10 11:40:42,,31665,40371,306,0,2018-02-10 14:05:48
861,862,2018-01-03 16:19:23,2018-01-03 20:19:23,15688,30088,573,0,2018-01-03 20:19:23
862,102,2018-02-15 13:47:33,2018-02-15 17:47:33,20900,35300,524,0,2018-02-15 17:47:33
863,819,2018-01-27 15:59:31,,53090,64780,885,0,2018-01-27 19:14:21
864,125,2018-01-24 05:44:33,2018-01-24 09:44:33,32780,47180,816,0,2018-01-24 09:44:33
865,182,2018-02-28 15:31:16,2018-02-28 19:31:16,57787,72187,309,0,2018-02-28 19:31:16
866,732,2018-02-06 06:32:03,2018-02-06 10:32:03,13696,28096,900,0,2018-02-06 10:32:03
867,521,2018-01-06 23:28:06,,48100,60604,381,0,2018-01-07 02:56:30
868,515,2018-02-19 11:27:50,2018-02-19 15:27:50,29786,44186,872,0,2018-02-19 15:27:50
869,928,2018-01-05 21:47:09,2018-01-06 01:47:09,37549,51949,108,0,2018-01-06 01:47:09
870,864,2018-02-23 00:12:37,2018-02-23 04:12:37,30552,44952,200,0,2018-02-23 04:12:37
871,464,2018-01-09 19:08:28,,20969,28199,457,0,2018-01-09 21:08:58
872,394,2018-02-03 05:42:49,2018-02-03 09:42:49,356,14756,610,0,2018-02-03 09:42:49
873,776,2018-01-22 17:14:15,2018-01-22 21:14:15,55340,69740,438,0,2018-01-22 21:14:15
874,881,2018-02-12 16:46:09,2018-02-12 20:46:09,44351,58751,526,0,2018-02-12 20:46:09
875,477,2018-02-28 10:01:36,2018-02-28 14:01:36,28985,43385,849,0,2018-02-28 14:01:36
876,362,2018-01-08 18:41:30,,13392,20067,6,0,2018-01-08 20:32:45
877,952,2018-02-16 10:44:57,2018-02-16 14:44:57,434,14834,951,0,2018-02-16 14:44:57
878,133,2018-01-26 18:50:46,2018-01-26 22:50:46,29910,44310,440,0,2018-01-26 22:50:46
879,609,2018-02-11 22:27:48,2018-02-12 02:27:48,26687,41087,46,0,2018-02-12 02:27:48
880,298,2018-01-07 16:41:06,2018-01-07 20:41:06,13775,28175,839,0,2018-01-07 20:41:06
881,538,2018-01-01 00:18:05,2018-01-01 04:18:05,55333,69733,345,0,2018-01-01 04:18:05
882,100,2018-01-16 00:11:07,2018-01-16 04:11:07,44512,58912,187,0,2018-01-16 04:11:07
883,197,2018-01-30 19:50:55,,48088,52795,556,0,2018-01-30 21:09:22
884,925,2018-01-03 05:11:22,,12609,19720,325,0,2018-01-03 07:09:53
885,715,2018-01-02 17:45:43,2018-01-02 21:45:43,53137,67537,537,0,2018-01-02 21:45:43
886,344,2018-02-23 23:08:51,,56111,65305,755,0,2018-02-24 01:42:05
887,792,2018-02-08 20:57:21,2018-02-09 00:57:21,35237,49637,493,0,2018-02-09 00:57:21
888,694,2018-01-27 19:44:53,2018-01-27 23:44:53,55020,69420,289,0,2018-01-27 23:44:53
889,965,2018-02-16 15:49:48,2018-02-16 19:49:48,47971,62371,307,0,2018-02-16 19:49:48
890,479,2018-01-22 00:12:06,2018-01-22 04:12:06,18249,32649,264,0,2018-01-22 04:12:06
891,357,2018-01-17 10:02:58,2018-01-17 14:02:58,9469,23869,213,0,2018-01-17 14:02:58
892,514,2018-01-16 19:23:15,2018-01-16 23:23:15,34503,48903,120,0,2018-01-16 23:23:15
893,168,2018-01-17 17:00:43,2018-01-17 21:00:43,53277,67677,843,0,2018-01-17 21:00:43
894,818,2018-01-29 15:53:39,2018-01-29 19:53:39,2698,17098,471,0,2018-01-29 19:53:39
895,538,2018-02-11 19:36:13,,30398,33633,770,0,2018-02-11 20:30:08
896,465,2018-01-04 01:19:43,2018-01-04 05:19:43,29854,44254,216,0,2018-01-04 05:19:43
897,168,2018-02-06 09:24:06,,30439,33589,164,0,2018-02-06 10:16:36
898,668,2018-02-14 15:57:55,2018-02-14 19:57:55,10835,25235,892,0,2018-02-14 19:57:55
899,5,2018-01-08 14:26:08,2018-01-08 18:26:08,58593,72993,287,0,2018-01-08 18:26:08
900,263,2018-02-11 06:40:45,2018-02-11 10:40:45,15514,29914,44,0,2018-02-11 10:40:45
901,875,2018-02-25 14:17:05,2018-02-25 18:17:05,36171,50571,394,0,2018-02-25 18:17:05
902,471,2018-01-02 01:49:55,2018-01-02 05:49:55,51655,66055,116,0,2018-01-02 05:49:55
903,486,2018-01-05 02:06:30,2018-01-05 06:06:30,51103,65503,6,0,2018-01-05 06:06:30
904,752,2018-02-24 19:15:11,2018-02-24 23:15:11,31079,45479,597,0,2018-02-24 23:15:11
905,275,2018-01-31 06:07:36,,42338,55410,545,0,2018-01-31 09:45:28
906,731,2018-01-19 08:22:10,2018-01-19 12:22:10,57658,72058,22,0,2018-01-19 12:22:10
907,663,2018-02-15 21:28:37,2018-02-16 01:28:37,5099,19499,86,0,2018-02-16 01:28:37
908,448,2018-01-27 17:22:35,,19034,25161,577,0,2018-01-27 19:04:42
909,451,2018-02-22 06:28:41,2018-02-22 10:28:41,48371,62771,574,0,2018-02-22 10:28:41
910,949,2018-01-30 17:45:31,,35548,48957,183,0,2018-01-30 21:29:00
911,358,2018-01-07 21:41:43,2018-01-08 01:41:43,34801,49201,624,0,2018-01-08 01:41:43
912,988,2018-02-22 15:58:53,2018-02-22 19:58:53,37745,52145,765,0,2018-02-22 19:58:53
913,356,2018-02-12 17:24:12,2018-02-12 21:24:12,38254,52654,2,0,2018-02-12 21:24:12
914,753,2018-01-04 22:20:31,2018-01-05 02:20:31,12860,27260,494,0,2018-01-05 02:20:31
915,292,2018-01-13 04:19:00,,5767,19889,916,0,2018-01-13 08:14:22
916,718,2018-01-09 02:35:39,,2049,14260,711,0,2018-01-09 05:59:10
917,137,2018-02-26 15:41:52,2018-02-26 19:41:52,39373,53773,414,0,2018-02-26 19:41:52
918,154,2018-02-03 23:38:01,2018-02-04 03:38:01,15483,29883,910,0,2018-02-04 03:38:01
919,768,2018-01-22 07:09:42,2018-01-22 11:09:42,40823,55223,103,0,2018-01-22 11:09:42
920,996,2018-01-08 21:55:40,2018-01-09 01:55:40,38288,52688,855,0,2018-01-09 01:55:40
921,996,2018-02-24 15:25:21,2018-02-24 19:25:21,57784,72184,197,0,2018-02-24 19:25:21
922,546,2018-01-02 22:20:20,2018-01-03 02:20:20,2612,17012,304,0,2018-01-03 02:20:20
923,879,2018-02-18 12:14:51,,2424,14493,222,0,2018-02-18 15:36:00
924,945,2018-01-15 13:30:08,,42539,49115,125,0,2018-01-15 15:19:44
925,207,2018-02-26 05:56:48,2018-02-26 09:56:48,38172,52572,835,0,2018-02-26 09:56:48
926,522,2018-01-14 04:08:53,2018-01-14 08:08:53,48349,62749,45,0,2018-01-14 08:08:53
927,875,2018-02-01 23:55:52,2018-02-02 03:55:52,23445,37845,716,0,2018-02-02 03:55:52
928,26,2018-01-16 14:00:45,2018-01-16 18:00:45,37565,51965,464,0,2018-01-16 18:00:45
929,82,2018-02-20 12:20:27,2018-02-20 16:20:27,44171,58571,675,0,2018-02-20 16:20:27
930,259,2018-02-16 08:44:37,2018-02-16 12:44:37,18251,32651,33,0,2018-02-16 12:44:37
931,57,2018-02-01 23:04:07,2018-02-02 03:04:07,35255,49655,660,0,2018-02-02 03:04:07
932,267,2018-01-05 20:26:17,,36750,49713,858,0,2018-01-06 00:02:20
933,972,2018-02-16 13:58:34,2018-02-16 17:58:34,45226,59626,357,0,2018-02-16 17:58:34
934,606,2018-01-24 12:19:22,,54659,59475,3,0,2018-01-24 13:39:38
935,717,2018-02-02 15:19:02,2018-02-02 19:19:02,50024,64424,105,0,2018-02-02 19:19:02
936,420,2018-01-24 15:21:24,2018-01-24 19:21:24,23473,37873,585,0,2018-01-24 19:21:24
937,988,2018-01-31 09:56:36,2018-01-31 13:56:36,10323,24723,703,0,2018-01-31 13:56:36
938,871,2018-01-16 23:22:20,,18379,22570,656,0,2018-01-17 00:32:11
939,608,2018-01-22 07:23:33,2018-01-22 11:23:33,23150,37550,778,0,2018-01-22 11:23:33
940,403,2018-02-20 13:34:11,2018-02-20 17:34:11,41014,55414,189,0,2018-02-20 17:34:11
941,455,2018-01-04 07:00:52,2018-01-04 11:00:52,58194,72594,459,0,2018-01-04 11:00:52
942,324,2018-01-21 19:43:05,2018-01-21 23:43:05,47978,62378,30,0,2018-01-21 23:43:05
943,662,2018-01-14 18:12:31,2018-01-14 22:12:31,29398,43798,426,0,2018-01-14 22:12:31
944,55,2018-01-02 07:46:14,2018-01-02 11:46:14,50032,64432,743,0,2018-01-02 11:46:14
945,60,2018-01-02 02:51:56,2018-01-02 06:51:56,1857,16257,662,0,2018-01-02 06:51:56
946,275,2018-01-19 17:28:35,2018-01-19 21:28:35,32337,46737,977,0,2018-01-19 21:28:35
947,323,2018-02-10 01:51:59,2018-02-10 05:51:59,18676,33076,854,0,2018-02-10 05:51:59
948,326,2018-01-10 06:53:39,2018-01-10 10:53:39,29936,44336,240,0,2018-01-10 10:53:39
949,788,2018-02-15 10:33:26,2018-02-15 14:33:26,59506,73906,345,0,2018-02-15 14:33:26
950,619,2018-01-18 11:23:47,2018-01-18 15:23:47,47173,61573,817,0,2018-01-18 15:23:47
951,441,2018-01-20 12:07:34,2018-01-20 16:07:34,30909,45309,583,0,2018-01-20 16:07:34
952,789,2018-02-14 00:21:44,2018-02-14 04:21:44,39691,54091,149,0,2018-02-14 04:21:44
953,142,2018-01-16 05:52:55,2018-01-16 09:52:55,22587,36987,22,0,2018-01-16 09:52:55
954,286,2018-01-17 00:24:50,2018-01-17 04:24:50,9045,23445,168,0,2018-01-17 04:24:50
955,614,2018-01-16 15:50:54,2018-01-16 19:50:54,12,14412,215,0,2018-01-16 19:50:54
956,316,2018-01-12 00:36:37,2018-01-12 04:36:37,43809,58209,830,0,2018-01-12 04:36:37
957,914,2018-01-14 19:09:27,,31923,45915,608,0,2018-01-14 23:02:39
958,657,2018-02-07 15:29:56,2018-02-07 19:29:56,29236,43636,997,0,2018-02-07 19:29:56
959,937,2018-02-02 18:43:33,2018-02-02 22:43:33,34450,48850,596,0,2018-02-02 22:43:33
960,846,2018-01-08 00:05:23,,8891,20957,798,0,2018-01-08 03:26:29
961,778,2018-02-18 08:18:25,2018-02-18 12:18:25,1227,15627,535,0,2018-02-18 12:18:25
962,659,2018-02-10 02:04:53,,30315,34197,354,0,2018-02-10 03:09:35
963,913,2018-02-23 06:08:47,2018-02-23 10:08:47,16635,31035,166,0,2018-02-23 10:08:47
964,50,2018-01-31 03:46:26,2018-01-31 07:46:26,4452,18852,82,0,2018-01-31 07:46:26
965,379,2018-01-15 08:49:28,2018-01-15 12:49:28,12060,26460,194,0,2018-01-15 12:49:28
966,587,2018-01-15 11:42:27,2018-01-15 15:42:27,22402,36802,344,0,2018-01-15 15:42:27
967,120,2018-01-16 04:02:51,2018-01-16 08:02:51,59377,73777,353,0,2018-01-16 08:02:51
968,708,2018-02-11 01:01:30,,49063,57173,962,0,2018-02-11 03:16:40
969,644,2018-02-22 04:37:23,2018-02-22 08:37:23,49345,63745,837,0,2018-02-22 08:37:23
970,967,2018-02-11 05:40:14,2018-02-11 09:40:14,20291,34691,316,0,2018-02-11 09:40:14
971,625,2018-02-11 02:28:50,2018-02-11 06:28:50,35443,49843,624,0,2018-02-11 06:28:50
972,46,2018-02-14 01:33:25,,44223,53269,932,0,2018-02-14 04:04:11
973,481,2018-02-09 23:02:46,2018-02-10 03:02:46,14929,29329,930,0,2018-02-10 03:02:46
974,418,2018-02-01 22:01:55,,38965,46194,965,0,2018-02-02 00:02:24
975,521,2018-01-13 13:34:45,2018-01-13 17:34:45,31260,45660,200,0,2018-01-13 17:34:45
976,246,2018-02-01 11:48:52,,48279,51871,659,0,2018-02-01 12:48:44
977,260,2018-02-10 00:31:30,2018-02-10 04:31:30,30263,44663,727,0,2018-02-10 04:31:30
978,392,2018-02-10 06:34:17,2018-02-10 10:34:17,45939,60339,805,0,2018-02-10 10:34:17
979,290,2018-01-13 14:27:19,2018-01-13 18:27:19,9339,23739,315,0,2018-01-13 18:27:19
980,69,2018-01-27 04:56:02,,23133,30698,646,0,2018-01-27 07:02:07
