ucid,name,lives,banned
458b1ee4-60b6-43ff-a6b3-dc3dddada040,bclellwi,2,false
0f79eb3b-1ac7-4569-bedf-c6699dd4106b,bbardaywj,3,true
e9b37726-4fa0-474d-80f6-6fa8760d62c0,bmeneghiwk,1,true
a610bc1c-824a-4490-9578-da98d317179f,gshillaberwl,1,false
068a1935-7576-49c8-8547-6f89deb9072d,dhartopwm,4,true
a76d8196-f7a4-4189-9ead-b41c39075eed,fstollsteimerwn,3,true
ff194000-018f-4f17-8a8c-9e8b5ad8017d,rdriuzziwo,2,true
2f92fef4-1223-448e-8195-4d4f404078b3,hcellawp,5,true
f92cc142-b1ac-4102-a762-23244549ecb9,egarthwq,3,true
d2c773fd-7a0c-4491-bfe9-39ad7ca5d4a2,aanthoneywr,5,true
8641bf4f-6364-4ea7-9c2e-57ed413de503,hcoolingws,4,true
797a2cd7-6bef-4d49-ad42-f43fa3b7dac3,sbygatewt,5,true
f4a5a4ec-ad6d-4e78-8896-56ea050551f5,rsmalemanwu,1,true
346980d1-4348-42a0-911f-929e5699f94e,brosewellwv,1,true
25876295-0611-4b02-9493-ce48575f0e02,ndorninww,2,true
64ba9f3d-f645-48c2-badf-b78dfb2e6bc2,hstlegerwx,4,true
9f3da736-1d5f-46f1-8f77-6c7deb6cd265,khambletonwy,3,true
9a40d771-463a-43bd-961d-7a28e50221d0,nwintersonwz,4,true
fba7fe37-10d9-4c18-9dad-965bd6e41765,bivashchenkox0,3,false
91a98253-cdc7-42a8-90a8-03418f4fa5c2,bcrowdsonx1,5,true
ebb3b1d4-7bfc-461e-b0dd-4f4d86f854e4,cculpx2,2,true
d22f136c-a7a8-4ffb-a2b9-6d68826a58ce,ccallendarx3,5,false
f3caf7ce-dc16-47cd-a388-fad2acf6cfe1,rlarmuthx4,4,false
b431a97e-1516-4b0d-b579-745a3cb6a8dd,fduckhousex5,4,true
1bbdcab1-aee6-41c0-9f7c-6b83af12733f,dcallicottx6,1,true
ae5757ed-5232-44c8-ac5b-357a69d889a6,acockittx7,2,true
ea32ce65-12f4-40de-9de6-6a803c16b00d,llayhex8,1,false
42321f57-77d3-404f-8bb9-b78c237c48d4,vlongshawx9,2,true
a0c1a834-9482-4a2b-81f4-306dbecb4345,imirrallsxa,4,false
3e483a98-ebca-468d-8f00-e6b086a1cab9,asherredxb,3,true
8ea1bd76-d2bd-4efb-b163-cf7a4b2bb9ec,rrussanxc,1,false
a3dc907c-de62-41b0-9ef3-192fdc64c471,jbatchxd,5,false
0068c40b-4487-4a0e-abec-1312330a2c9c,nkillbyxe,3,false
508670e2-93bc-4315-8ab6-45a61e2b9862,cgirauxxf,3,true
d01b8f0f-62b0-4852-a1e2-11b7f0e4a3b9,rkleszinskixg,3,false
320653ea-9aa7-46c7-8625-f7c950da149c,falelsandrovichxh,5,true
8d22eec3-8525-461f-91e3-14f9fc911cf6,wstackbridgexi,2,false
2c9b3bc6-2833-44cd-884f-352131507f3a,bmintrimxj,3,false
168a6fcb-760c-4102-89c3-d44467dc7904,sisenorxk,4,true
7b79a0c6-7f4b-4f20-bbe1-92653aac0b24,mgutsellxl,1,false
6bc225ac-9b17-479b-9c20-501d6634e068,pfrosdickxm,4,false
fb51052e-0dc8-4866-bd42-e21b74572f3d,mchuneyxn,3,true
3cfc4933-7731-4c4b-959b-60ecbd92fdc5,pjolliffexo,3,true
eb0beccb-cfc9-4eca-8740-240bbfcfd3e4,channumxp,5,false
30893081-45d7-4b00-be55-907003311572,ccosstickxq,3,true
f20f72f7-2eec-4ff4-b44b-f040b8ef7375,dbigadikexr,2,true
bd9c46fb-2d4a-4b57-8076-86e58737cd0d,tlongthornexs,5,true
c17932cb-7f50-43dc-b425-05e131a2f6f9,wespinetxt,2,true
d3986dcf-c9ce-415f-85cf-1d01cda67850,fjahnischxu,5,true
544e705c-9e89-4271-9198-35366c4d5f86,amackneisxv,3,true
b9bc5d08-853c-48f8-9283-fda2e85a2a17,mharralxw,2,false
67d9cdb0-81be-473b-abe8-cda0c52de754,vgorchxx,4,true
c39bdafa-7f81-4505-a198-cbe2e455850d,fparrotxy,2,false
6bb1158e-224e-4fc6-8ad8-9af8a010fffc,aaizikovichxz,5,false
18b628c6-6e57-464d-9148-8397f492f462,elewryy0,4,false
9e9cdfc3-e8d3-4a10-8b3c-c563f6a193c2,fkupisy1,3,false
ad74f978-2428-4be1-898b-d9f060ca2144,ssteety2,3,true
e8ac1d5b-786c-4692-a332-74dc08203f2c,bbuckiey3,1,true
95d5c3dd-3c88-48fe-9f49-3941e47a7db5,ekirschey4,2,true
bd910c8c-ca6f-40e2-9ea3-57bb5f9cf826,mfeldhammery5,5,false
6d7e99f1-4651-495b-88a1-704769937f64,cgomezy6,2,true
54514efb-688d-4ff9-b66c-2d2e3dd5acbf,cdomneyy7,4,false
d4731054-2719-4d26-8c2e-67e52f8d09cc,cgoltony8,3,true
f1849c63-5766-446a-b57f-e53724f67f78,vmcveightyy9,1,false
16e61198-364b-4fed-bf97-9993a3406a33,mwiddowesya,5,false
e275b02e-544d-48fc-9923-ed918c942d00,swarinyb,4,true
46e44026-f010-470b-bb20-4db0a33bd242,wlifeyc,4,false
223db274-2817-44ae-b5de-a55192eff1ee,ngranleeseyd,2,false
a3c2a1e1-399e-4db0-8624-b8384e4019d0,laspinalye,4,true
82abf00a-67af-4dfe-8289-22ddd17662fd,cpingyf,5,true
3d6bd69f-d56d-4403-9832-f37eed41169c,itebbetyg,3,true
3fd883c8-bd84-49a4-8033-0a43b2f08a9f,tbaylyyh,2,true
879cc6bb-5e6d-4e94-b855-b99caa2891d2,svaughtenyi,2,false
1d04825d-edae-4f04-b9a8-5a9c79484055,awalkdenyj,5,true
9761b0eb-2ad1-4445-94de-b96034a5f7af,rbrounckeryk,1,true
f43161a6-714d-4a54-9bb1-3d9d1ad64949,nhallickyl,4,false
46f980e2-2d90-47a6-8510-439cab20ee17,djoshamym,5,true
66bffe54-4163-4ffb-8a17-57344967b773,hkiddyyn,2,true
4d4951df-9441-4683-849e-c720ab93f213,wgrestyeyo,1,false
42d2157d-f69d-48a0-9df8-9d0c811376f9,sklugeryp,2,true
06a542a4-0ab4-4677-86c9-89d69a4698fc,nortasyq,5,false
6a9d3b4f-9c8a-4a3a-83ea-fb55679a21d0,cmcelvineyr,3,true
96a07a32-d8f3-4f79-9dbd-eb7de3ddfd33,pdobbsonys,5,true
833a62a1-15dc-4c51-85a5-d72d6b9324f5,ptwedeyt,1,true
bf02be35-b343-48e5-b80c-678b41819142,lpicklesyu,5,false
3df1e67f-7d6e-43ec-84ed-fa8a9c37f0a9,htembridgeyv,2,true
92d2da5d-e89c-4d5a-b28a-0171cd997f3e,aspearmanyw,2,false
d6d82113-8993-4a41-84a2-ae603b2f2ee4,kreubelyx,5,true
3b63915e-2f69-4c15-819a-ec270fdc96b8,kdcostayy,4,true
2d3f8193-af5f-46c7-8854-a487e2cc9319,lbentermanyz,2,false
8176de4a-4b62-45b0-a59d-d18696d3d551,dstandonz0,5,true
1840c179-ef95-4906-898d-237e44c5416b,nosbornz1,1,false
a541c5b1-201e-4032-878c-4bab7cf9dde5,rsickertz2,3,false
b1e4ceec-6439-49d9-be4f-071eb56970d1,eramsbottomz3,4,false
7f4d940c-f1d8-4276-ab6a-816350512f34,cswannackz4,1,false
0e1cf558-92e0-49cc-b4a0-b85684850710,uayllettz5,3,true
6487722a-49d9-4e74-b97b-f9a53dfb1aff,rhadlingtonz6,4,false
b675b8a9-368a-4754-a4ed-279b67b85a4d,cottamz7,4,true
30aed050-19aa-40c5-a580-69922f547bcf,gpayfootz8,1,true
48768a48-e546-43cf-888c-9c98edd3756d,aguirardz9,3,true
42904c36-9c97-44e2-9c47-d3d779391cfe,shimpsonza,4,false
d2d42ca4-94fe-46aa-b476-e8afdb59cfc2,blesurfzb,5,true
5b232ecf-a996-4587-b6d6-dae32a23cab7,ifranceschizc,2,false
1453ad4f-54ba-4fcf-b9ef-bdd41d5158a4,dtysackzd,4,true
82e68b24-5864-4034-a55c-953c11d931ac,mgiacuboze,4,true
dabf9c27-1981-4dad-8617-3d26b5016bf5,klassellezf,4,false
1cd8dad4-b467-4f65-bf95-f42e34a3c688,mscroytonzg,4,false
208691ff-f43f-4740-90f8-53dacd04e0ea,ebriggzh,5,true
6b32d4fa-5de0-4a16-ab03-9b041a1832cc,rlefwichzi,1,true
0f55cc37-b24c-4f27-b29c-f8fe4ba8bbe5,hmealhamzj,1,false
dfdd8cc4-a1d5-4631-ae3c-d8b0af5dd1f4,tmorazk,5,false
ee705fc4-8b6e-4314-b78f-dfb38a790d73,iackhurstzl,2,true
2de5a703-32de-401a-807e-42382229162d,ccorezm,5,false
84640e67-4228-485f-a637-c027ba407f54,swoollacottzn,1,false
d6510e32-1407-41ab-bf3c-522cf2726846,kdibiaggizo,2,false
c49aaae4-ef4e-4d9a-a007-0bf3c9cca7d5,pleyninyezp,4,false
d3453fdd-6f90-4dad-bfdb-69071c64f5c3,ckislingburyzq,5,true
aa6acc86-4899-4318-ab7d-0b32708614ba,hlaxstonzr,4,false
6997eeb6-90a0-4bcc-a5f4-357af230ec65,cplayhillzs,1,true
6b2a0f9f-437e-42e4-8802-39bbc5ca2f80,rgarmonzt,4,true
ae767430-c243-47f7-9abb-cec415f0397c,tdecrusezu,3,false
7703b131-bfb1-471d-8d78-34f39bd088ca,fbobaschzv,2,true
09368e16-90c0-4906-bb6f-619194b5a20a,csillszw,2,true
db500c87-5655-4a19-ace3-f6b8cd6c704b,kcollzx,2,false
5d8e84c3-5f2e-4a96-a80b-bfa1aa11aa16,astonhardzy,5,false
6ac2cee6-faa9-4e78-bca8-d7d2291edf7a,tgoundrillzz,1,false
3e10aa71-6350-401a-8a93-b19f7aadeb9d,areast100,1,true
68562638-5d44-429e-9452-6b6b3208a3a5,mbillam101,2,true
5e195027-0163-4a39-9d8d-bbc443be032d,hcasserly102,5,false
0c331930-40ea-43be-b60e-1035bb349b4c,dgirtin103,4,false
fa28e71f-0c79-4700-8c31-f17ed3921fac,abucham104,4,true
3d05c0ec-0264-4105-9101-6b2239964db9,vpearton105,5,true
dc895da4-a9ca-4fe7-bbcd-37c391fb08b7,emoncreiff106,3,false
eec32ccc-6d91-48c1-b8d7-e65bfed8a0a1,clody107,3,true
44ccfa89-4250-4a6c-b4f9-856e11b3895a,tsmewings108,1,false
777f596e-0527-47c4-9950-7f631de530e0,pbond109,1,false
1ad0d3f9-9723-4cef-95a7-88bebd37872c,dfoxwell10a,1,false
c3fa4dbd-fb56-4916-b7a0-cb777d972938,ghellen10b,5,false
cb3b328d-2a6c-425d-8274-3693e15ebefe,jverni10c,3,false
786facef-de3d-4f3b-9046-f40c2e058de9,gelwood10d,4,false
d48e361b-7bb0-4600-9a8b-20a5162de7ad,jurry10e,4,false
0cc51c4e-f0e3-4b93-901d-d55dcd2c41aa,acolnet10f,3,false
ad55b6aa-6239-460c-a05a-45b0ac187159,rdrescher10g,1,true
633fb5c2-9e69-4feb-a7d1-e22f5f0b492f,acaulcott10h,1,true
2c7b2b7b-1cc5-4610-b154-2c126798b90e,eberrygun10i,4,false
6591ee1c-4a69-4c0b-b119-dc43fea80109,bjordanson10j,2,true
948fc377-378d-49e5-a36b-200e6b794a88,rcauthra10k,4,true
42489b52-290d-4066-bb52-aa1005acebaa,mmcgarva10l,1,true
196a2bd6-b41a-46ca-920e-5fefaf2a62aa,cvictoria10m,2,false
4e486a76-3e09-40e9-8f10-70d0c870700f,lchristopher10n,4,true
f3ab27ef-9f2a-4184-b48e-342e91eaf814,cmetcalf10o,1,true
c4b0d9eb-1ac3-4811-b355-c9b6fbb34cb3,fvasilchenko10p,1,true
ae0b7ef5-3f13-44e6-95a6-8b63b4849c35,sreast10q,1,true
b426c33f-6a72-4c3e-a153-f87cbe8df967,adixey10r,5,false
2547d6b2-e9f0-43f9-9057-3c93a30d0499,vcholerton10s,2,true
ec6fcb1b-6f61-4b16-a79f-d11871f66f56,nbellwood10t,2,false
21098797-0bd7-47ff-8389-017f7176bc81,alendrem10u,1,false
b6cde3ff-cbb1-4cac-8e68-2180e769bfe4,jbrockton10v,4,true
4267fee6-4f8d-4afe-ba18-ff367b4e12b1,kweald10w,4,true
9af935d9-9fa9-4d9b-a840-5f6b65b07ebf,kmarre10x,2,true
8aaf7ae0-531e-4d7b-81bb-43083eae17ee,hsoutherden10y,3,false
1c470966-330f-46d0-ae30-8018a7603c3c,esautter10z,4,false
202f1710-8f0a-41ff-80fb-01d02db2fa08,sclacey110,2,true
a629be7b-dcfa-42f9-b6c4-3a7a9adb8ea6,dodell111,1,false
e97f2474-4cfc-4892-af58-e5e3b35da2ef,cfarlowe112,4,false
650c34ff-2b48-495d-88e4-558df631d62b,vmcward113,2,true
1858d97a-95f1-44e8-b408-d88824f8d1bb,wmay114,2,true
57b6deec-f203-4437-a725-ec255549ebec,lhanigan115,3,false
f26b4f0f-8403-438e-8243-46a8b4019a3c,gmacculloch116,1,false
d11f99d3-2691-4ee3-b60a-5679614a732c,srustan117,5,false
c0b73dc7-e0fb-4f7e-b514-a558f08c6c47,nagutter118,5,true
270812e2-2a66-40d6-a860-5d5c090718f0,ipinxton119,4,true
2c15f452-4c92-4f68-869a-abc27171e9ca,evoas11a,1,false
5af05842-67c6-48a7-a69a-28de15b8aa1f,kdomaschke11b,5,true
e163224b-9c50-4654-9705-66df79ac0a91,nbeecroft11c,4,false
eda916ee-92f3-4dd6-be3e-9e82356e33ef,cshowl11d,5,true
e4a951c4-fce0-43a0-a5c4-6645f6192190,brushbrook11e,3,false
56a6856c-0b9e-4cea-81e5-bf901dadd8cf,cduling11f,5,false
510004dd-1d0b-4320-9901-4cbd95a61179,eomurtagh11g,3,true
fa13e73d-3623-4d2c-8834-96648bb1963e,jludee11h,5,true
58b747e9-1bb3-4552-aa72-f37bfadc3c82,cgundrey11i,4,true
d2ecde88-1cdb-4c1b-b9a0-1924d0ce5e59,mpoff11j,4,false
4717f8d8-b5f3-4feb-8a77-29c6eb0a02f6,aellingham11k,5,false
b2ba66dc-3d8b-48a2-b8af-0737ea75249d,rsissot11l,2,true
be0237f6-c8a5-4137-90d9-b79a9b01d489,alaver11m,4,true
0be18f68-bcc5-4c77-9a43-d764fc88cf71,cmaddin11n,1,true
74f79520-7bf9-47db-97d5-56eb3b3648b2,nbraidwood11o,1,false
442217c5-8868-4d30-94ed-46be6d6e34ae,mambrosch11p,2,true
71489ae5-761e-4810-8065-538dc3af56ac,rkingzett11q,3,true
9de068fe-949f-411c-b840-509687627331,rtattersill11r,4,false
8c9c68b7-8ee7-4ca6-a30a-d9f38c61f53e,lhabershaw11s,5,false
2aa8002c-3213-4177-b641-a6229a5f69fe,slaycock11t,1,true
ff8cf907-a3fb-4e18-bc15-3a90d1ef6a40,mpinchbeck11u,4,false
b59639e4-1af4-40e8-8a0f-cd3c398ad8a3,alawie11v,3,true
19e24764-fa8e-4710-a0ba-55a3b320ee2e,pwerrit11w,5,true
afb32739-f9cc-4a2e-a5f7-91980b4d9013,avogele11x,3,true
764212ed-fa20-4f55-a8bd-42aa5538cba4,tclarage11y,3,true
65a13d8a-fa01-4258-ac39-892652025556,frutledge11z,1,true
e9b14033-cfb2-4e8d-a468-8f3db77544d9,earnaudot120,4,false
a4ffcb75-9b4e-434c-b5e7-6c923c26edd7,sstammers121,5,false
601b8253-208b-495a-b892-69bd01162241,nantecki122,5,true
af6b3925-846b-4cd1-a6ea-8573930e98e6,cjoannic123,4,true
ac23e78a-ceea-4fa6-993a-0a3ff9c7d34e,cwhitwham124,1,true
6d4f2e02-84ff-4b13-a7a8-860de9debee8,bmarquis125,4,true
2488488b-6999-4585-8cf5-575dcccb4a79,mjanczak126,4,false
319463f5-cccd-49c3-a31d-66169e6c6606,fspurway127,4,true
190a5074-bf22-481d-a2e0-f0320b87996d,kbannell128,2,false
4d4a165e-9022-4a71-810c-f2dae82ac243,fsumbler129,4,true
683926df-c976-47d0-83a2-72dbba7d4a7d,cpirolini12a,2,false
979127eb-7ead-407f-997b-e002d1ef1159,mdomney12b,3,true
43a209af-5bc8-4720-b868-2ff90cb4e7ae,fjanowski12c,2,true
8a193dd4-2a6f-4037-9605-0e622e357809,gfilyukov12d,4,true
94d68c49-b8e5-4e04-b918-aa438d475667,tferschke12e,5,true
886c0af9-b638-47db-a6f8-16274e4201c0,ecakebread12f,4,true
1ee8aa16-0ad2-4f71-84c8-0aef5e9d70e2,rbinnie12g,1,true
bc27c4ec-3d2c-4b72-8587-5ecdecd5d9b3,ahanes12h,5,true
8b34670b-396b-4c43-86e6-70b6d7944a20,wcansfield12i,1,false
34f83696-3655-4463-9695-899bda345c5b,kleyband12j,3,true
9d528275-7f43-4adc-a1a2-cbaffe547535,asoutheran12k,4,true
080e3d97-5efc-4ae7-9ad3-6041aa1ad7b9,iswaffield12l,3,true
2c9db6ca-998a-4856-84c7-6ba2bedb0749,lgutherson12m,2,false
c1023dd9-284e-477a-b148-8096be438137,dgronous12n,4,true
8e89f81f-3e17-4ba5-9c6a-bedbefd5597b,oseabrocke12o,1,false
8c3fa881-f4b4-4647-b811-f53adcb12dfc,dpinhorn12p,3,true
c4f6eeaf-6c43-4560-ac63-c86655a1a503,tborges12q,4,false
0c8c4a4c-a21c-4ae3-9506-b5de3985e78a,hgilmartin12r,3,false
829c50ff-bba8-41a9-bb86-0782ea803bfe,jmiddiff12s,1,true
152a6a85-4f46-4f1d-b1dd-5750a5657390,cgriffitt12t,2,true
6e35fd3d-6717-4fbd-985e-4f27af1f1264,qwellen12u,4,false
99b47b02-b159-4b7d-a133-c59745cfaf76,xdevons12v,4,true
9bd4b88a-4c86-4c58-887a-736bba9f2152,pwardel12w,1,true
9d1cbde1-ca95-4cc7-b05b-e5d3777b184d,pbeiderbeck12x,5,true
bbe79fd5-940a-40af-bd6c-8cdafca6f018,cjoinson12y,2,false
7f128017-683b-4d96-92ec-1d4ba47852f5,ngodar12z,3,false
ddf047d0-5bde-4fab-ab52-1e1fd8d27120,pabramski130,1,true
2b469fa5-04f9-461d-b11c-7c663578c29a,cdoget131,1,false
649cfb4d-e5ca-460d-bf1f-71e1363e8f5f,wtunnock132,2,true
cf5a8c05-2fd0-431a-9a6c-f351bffccaf5,ggammell133,5,true
81b5ebc6-b6f9-482c-8adc-83d9788e31b7,iprisk134,4,false
40f2ce3e-f1ba-4944-9eeb-42aef26ac335,hmcanellye135,5,false
e2f63680-ef2b-456d-b41d-7aea764d95a8,ltolossi136,2,true
b730fe45-9dc9-44e6-97fb-a6c351ca58b1,bhannibal137,3,true
1ab8978f-36ba-4a46-894b-50a62a00d336,kmctrustie138,3,true
d559287c-4527-4d03-95ee-6f4e830e0724,fantoniades139,4,false
7c40dd69-d886-4bcb-9834-9c8b22463343,mlewerenz13a,3,false
a4288265-647c-448e-b3a5-dc28d53c47f6,dswindles13b,3,true
33aec4cb-8c41-43dc-bdc0-4427ea5c9f90,bkeene13c,1,true
4fbcfc25-a070-4cb8-b095-15626cb71c66,mfridlington13d,1,false
25a6bfe2-5f60-4cbf-b77e-b7ca865fc421,jcourtonne13e,5,false
b8b14537-b652-41fe-ab44-7e475206cfa5,smeech13f,1,false
e2485f49-36e9-433d-8b68-2014d98dda3a,jfransson13g,3,true
04fd94f0-a90c-491f-85be-218896af9067,mfree13h,4,true
d3802de6-18fe-4a32-9b35-3234b3040a9b,jmcphail13i,3,true
fe88645a-1538-4ef5-b04e-17c2b769730a,astanman13j,4,true
357e287d-7f73-40ad-8621-fb94c50b5e37,bhewson13k,4,true
e2582daa-ece1-4bf4-a227-2f5e3b6670da,mhealks13l,5,true
31d691cc-7485-47ec-a928-b82a1f42571d,kcarcas13m,1,true
ab3eccf0-d404-48c3-8aba-70afe6050c27,ccastelyn13n,4,false
ee6b9ae8-6620-4a2e-88dc-93967f48e3e0,mscrimshire13o,1,false
22857465-248f-4b60-8146-b7e1a549800d,tbearcock13p,3,true
cf25b9f4-90a0-411e-a248-9b21c5e7fe2f,cexposito13q,3,false
fe92e602-f020-43d9-8749-7c88e8114d76,glorrimer13r,3,false
18e350ca-3d21-4272-b825-312cbdc1d9d8,dpember13s,5,true
b047759a-6fcf-411a-8cd4-364f1cb2d5ea,cohingerty13t,1,true
fd6130f3-1771-4b12-9ee4-644304ab9f80,pnears13u,5,false
3ea8e93b-f5e2-46f1-80c5-4878ce39697e,zlangworthy13v,2,true
2c2c62b3-b348-47c2-a0d7-000bb6e2df34,cbelfield13w,1,false
3f6ba619-c50f-4d37-9c77-bce7c5cdc75c,mdoman13x,3,false
c204acf0-d7df-4149-a0b4-823f4fce94db,psexton13y,3,false
67377046-2777-4b88-a3cb-75230ae5570d,rdecarolis13z,5,false
a2cd3221-ff28-40b2-bd2f-797c006e08db,craittie140,2,false
2bc2b3b0-09cf-4142-8cf0-ef7e02f90306,civanitsa141,1,true
76a450bf-e951-48f3-bcbd-a2b1becabbe6,ipapis142,1,false
14f9bbf7-b2d0-4070-8e4d-f39c60b2cb96,ibelli143,4,true
ad321f94-b80c-42c7-aecf-6345998b5b63,givashin144,3,false
4ac2bee6-7d02-4de2-b922-83a53d925510,pranscombe145,4,true
dffdc6b0-e1d8-42b8-9fc9-827b2e25257b,lbome146,1,true
c52ffa4a-8c7d-464a-a0d7-24909fa20c29,ywillacot147,4,false
1ac224aa-e262-433b-a4ea-474000a6f890,socrevan148,5,true
06bae758-7d86-479a-aa3a-a75467e1463a,lseville149,2,false
c1d317cf-b51c-4f38-87af-70ce15ab8623,reddington14a,3,true
ce03a5b6-c5e7-4ae8-8b5d-0d0433a7580e,dduckerin14b,2,true
23923029-6624-40be-95c1-edc9742ebd21,henglish14c,1,false
103c221c-2351-4e78-b56b-6c682800bb2e,awicklin14d,1,false
ee48967f-e3f3-4896-98e1-43544db67c4f,ecogar14e,1,true
a22ce85d-c048-4272-a6b1-b079a059107e,vgelder14f,5,false
32126378-a291-4598-8c33-bec94194f9b5,sberkely14g,2,true
0bfe6dee-4e6e-49c2-b115-32e71cc533c4,kemps14h,4,true
97025442-4596-43f3-9e7e-3f467b449394,madiscot14i,1,false
aca195de-37a9-42f9-9a77-a272376d45f0,bcastlake14j,3,false
21ac6bb3-fe62-42ce-b1a8-daa53523ad40,cbettison14k,1,true
02e2a69e-7f81-47bc-8207-43a887320d25,jheugle14l,3,false
9fb29a69-e0ef-4e4f-a41d-1bee15fedcd6,jpeter14m,5,false
aedbd3a8-2008-4230-8e05-d14c4a1ce0b0,osanpher14n,5,true
b64dc153-de85-4f8c-8911-2a1a2304f783,fgoulden14o,3,false
bd35af76-01e3-4635-be70-d293528ef4c2,nronisch14p,1,false
a671ddfe-ebbc-434a-8d39-e1e4ab79b0f6,fbuckby14q,1,false
3c26609e-8e87-4d5c-a04d-7ebb9a3f45b7,gsorrie14r,4,false
b654a433-032d-4e3c-9187-f6f33154093c,gfronzek14s,4,false
500e0587-bb59-4ee6-ae10-56b9b1b2a416,rpaxman14t,3,true
1f6d197b-da03-4200-9ea2-21a59d3fff43,eohoey14u,5,true
14d2ed2a-9323-4675-9eb2-49db831c8637,mromagnosi14v,5,true
d8a29938-3238-452e-8ed4-6c642fd8b8d8,njoska14w,4,true
ba8c08fd-54ac-4b94-b15c-11710af98dfe,sstebbings14x,2,false
308cf421-fa80-448c-a279-4d65481ebb1b,mgrunbaum14y,4,true
ef7c6ec5-da50-44f9-8ee2-1be80a251ec1,aettery14z,5,true
33cdf198-bb89-4498-8662-79aeafa48018,tsayton150,5,true
18f7085b-f93a-490a-bd3d-b697d2a07267,tkenworth151,2,true
9656ed0e-7f47-40e6-b3df-1fec76a4b881,ctison152,1,true
f521be63-baad-44c2-82c6-778056ba9396,bgive153,3,false
81db8a27-df81-44fb-b0f8-ec7f04dcce6e,hprudham154,2,false
052bb4f7-fe2c-47c1-b719-ed29f9cf865d,plangelay155,1,false
4ee00bce-f195-400f-b810-a5f27c16cdd1,eboater156,1,true
d8b86512-2c35-413d-997e-b42506725532,lcaygill157,4,false
dc28cc2f-0d53-452b-a38f-9a60a4d4cff5,fholdey158,1,true
6468264a-285a-416f-b1d0-e6e226e01070,rfairall159,1,false
d14bcb44-a39a-45b7-bdc1-1f7d4d5a3348,cduffy15a,5,false
9b92b8c8-2e4a-4809-850b-28ecedde7d17,avenn15b,3,false
6c4e2d46-d18a-4876-9bdf-945ac49b0e6d,dgricks15c,2,false
dd399bf0-85eb-437e-b5f8-697476d99d84,nborn15d,4,false
a297ca46-c4d9-4550-b0a0-6fc6e0521dc5,dmuller15e,2,true
c8a36c42-28fa-4bf0-868d-a9e73fc3a907,ecurrom15f,3,true
1a90414d-0253-4b16-aaa2-90289fa8614a,cgarahan15g,3,true
86d987cb-bdf0-4c78-8fcb-0b221df9bae7,cinder15h,2,true
242b2afd-cc83-4ebc-8601-b80af23d0ee6,msyder15i,2,true
30992b8d-e7e3-4c02-a250-721dceeeb876,dthorley15j,1,false
8238d1c4-2fee-4150-bedb-ca5320304506,nseacroft15k,5,true
e97d389e-17f5-49f1-8ded-2734bd6ce442,lkenzie15l,1,false
588c2e75-9349-4a2c-a080-ec246654922f,aflasby15m,2,true
857de913-5169-4a94-9012-595963088ce7,achastney15n,5,false
19e31e17-cad0-47d4-96b5-fed5fca998d8,btomkins15o,2,false
7873582d-4b42-4d81-93a1-ff8e8cc65e22,jmeany15p,2,false
e7e5fd39-3c47-46da-939a-5079e707e43e,mschuelcke15q,3,false
58f56b77-fd98-4453-bae4-e2a02cc4093c,lmccarlich15r,4,true
ea2dc231-41c1-443f-92da-0174f40a9a11,cculligan15s,4,true
463afb29-cc99-4b6f-8e99-1fa906bc49af,edobsons15t,4,true
4533b152-393c-43b2-87a7-ba8ff6740b42,vgerbi15u,2,false
48524f02-4487-4c8c-81c4-22e054a3a816,gjancso15v,2,false
63a8dfde-e5d3-46fa-bea0-4d54d2ba60e0,sballingal15w,2,true
84ee391d-2c7e-4a22-8e5a-b28cd433c0c9,dpietz15x,2,true
e02321ae-8184-4777-94cb-748a4526328c,cashley15y,5,true
4f57d80d-3b6d-43bd-a519-8c6f67c27d57,jtollemache15z,3,true
7ad8376e-555a-4bf8-8e86-d71c81450f9a,ddarrington160,1,false
357ddaf7-58b7-4ece-a73c-f7c3348dbab5,kyewman161,1,true
617f7e18-1977-4c95-b025-6fb7f48c3d49,bcorkell162,3,true
88e34f4c-704f-4ca6-a8a1-b6ac98e4fbdf,eburnett163,4,false
b1eea9a4-765d-4e92-8438-b1ee640bc72e,ipoizer164,2,false
ab624a6e-e5b3-44da-9298-4aaf05dbb680,dbruniges165,2,true
ffeb4863-b798-4c3a-b2b0-17a76e6866d5,ktaffs166,4,false
1847cdeb-24c4-4d91-9bb0-34f1763a4d38,bmeriton167,1,true
25cacb04-2345-4431-a2b0-061a2359f3cc,fpaolo168,1,false
46a9392f-dab5-4507-9d8b-2fc8aef07afa,maubert169,3,true
2915ba6e-264d-4b43-be40-17f63a5cd456,cschowenburg16a,4,true
7522aaf4-edfd-416f-97f2-31935d103d86,kdorricott16b,5,false
954af609-dd4b-4ab5-8d02-6471ab0b6ab1,mtolworthy16c,1,false
8b998688-8562-40d2-a9de-0ea69f39305a,jmaggi16d,5,false
40628471-3943-4a78-b249-17612f4fb260,ltregear16e,5,false
11e190ae-3e0f-495f-81ad-99ada38e0258,hjephson16f,2,false
4cd21c18-b31b-43b6-baac-9d1a6da679e4,ahoneyghan16g,4,false
1caff0f1-1bc5-40e1-8b76-9b38a869aab6,jgres16h,2,true
e3b0b68b-1301-4467-a937-57bac4682729,bopy16i,1,false
9293fa52-9b25-4c07-8114-3023d99eaa6c,smcmickan16j,1,true
2c41afed-9fb1-4ede-a1fc-7ba7fdef6699,mdellascala16k,5,false
